name/first,name/last,natural(4),age
Nelle,Barrett,4,23
Hester,James,1,51
Cole,Bowers,0,56
Susan,Burns,0,34
Cecelia,Hernandez,0,47
Catherine,Lee,3,18
Ada,Evans,1,39
Louise,Curry,4,59
Viola,Gibson,2,41
Chase,Francis,4,24
Kenneth,Welch,3,51
Linnie,Bennett,0,30
Julian,Cohen,4,52
Ruby,Tyler,3,19
Barbara,Castro,1,31
Philip,Patterson,2,60
Ruth,Lawson,1,65
Walter,Caldwell,2,51
Gussie,Hunter,3,24
Leroy,Park,3,25
Duane,Sanders,0,63
Linnie,Robinson,3,62
Thomas,Cox,1,65
Alan,Gilbert,2,61
Barbara,Shelton,0,55
Edward,Abbott,0,50
Rhoda,Glover,4,20
Eric,Sparks,1,21
Caroline,Cohen,2,61
Carolyn,Cole,2,51
Herbert,Lowe,4,22
Tillie,Benson,3,29
Joshua,Maldonado,1,22
Leon,Miles,4,18
Arthur,Munoz,3,21
Winnie,Pratt,0,29
Shane,Davis,0,21
Myra,Frank,2,32
Genevieve,Hawkins,4,50
Christine,Summers,0,31
Alta,Ortega,1,64
May,Ruiz,1,54
Martha,Waters,2,52
Jared,Daniel,0,59
Harriet,Dean,2,18
Milton,Parks,0,49
Daniel,Colon,3,19
Helena,Parsons,0,32
Lydia,Joseph,1,22
Georgia,Dennis,2,35
Don,Potter,3,61
Ruby,Soto,1,60
Myra,Stevens,2,22
Cory,Harmon,0,36
Lydia,Scott,2,32
Ora,Holloway,3,30
Leah,Byrd,3,38
Sean,Gordon,4,59
Alejandro,Owens,2,30
Samuel,Anderson,0,50
Eula,Stephens,4,60
Stanley,Singleton,3,21
Herman,Clarke,1,29
Eddie,Floyd,0,18
Alice,Jensen,3,38
Mina,Holmes,2,25
Owen,Cain,4,35
Emily,Keller,2,29
Alex,Jensen,1,60
Olivia,McCarthy,0,20
Mario,Gross,0,31
Samuel,Herrera,4,21
Frances,Peters,1,54
Fannie,Reynolds,3,48
Estella,Glover,3,44
Larry,Washington,2,28
Danny,Hoffman,0,43
Jean,Santos,1,62
Lenora,Kennedy,2,35
Curtis,Barrett,3,49
Clarence,Neal,4,59
Leila,Stokes,4,35
Mae,Shelton,2,26
Aaron,Boyd,2,39
Victor,Gardner,4,31
Mitchell,Weaver,1,58
Curtis,Pena,0,30
Carlos,Rice,0,19
Emily,Bailey,3,23
Matilda,Foster,4,23
Gordon,Shaw,2,40
Bernice,Black,4,25
Randy,Gilbert,2,19
Francisco,Mitchell,1,46
Beatrice,Harris,0,36
Martha,Johnston,1,50
Rodney,Blake,0,19
Howard,Bowers,3,29
Trevor,Woods,4,62
Cecilia,Ball,3,55
Walter,Caldwell,4,62
Maud,Young,2,28
Julian,Benson,0,45
Keith,Joseph,2,32
Antonio,Hale,0,54
Flora,Douglas,1,61
Jacob,Wade,0,33
Terry,Cain,2,23
Bertha,Richardson,1,62
Lewis,Kelly,4,18
Ronnie,Hardy,1,64
Milton,Jimenez,3,54
Cordelia,Matthews,2,28
Micheal,Osborne,1,55
Allen,Hale,2,37
Herman,Stephens,1,20
Joe,Atkins,3,51
Rosa,Abbott,3,54
Olga,Perry,2,32
Ola,Garcia,3,65
Timothy,Harrington,4,41
Maggie,Sims,4,41
Ruth,Norman,3,55
Cody,Hudson,4,22
Marie,Bowen,1,42
Jeanette,Malone,0,41
Ronnie,Burke,1,24
Evelyn,Klein,0,41
Fannie,Perry,0,28
Clifford,Estrada,3,19
Chester,Morris,0,33
Bertie,Sherman,2,30
Roy,Taylor,2,23
Jeff,Walters,0,47
Christina,Lambert,0,48
Betty,Copeland,0,52
Howard,Welch,4,24
Cornelia,Wong,1,29
Estelle,Park,0,64
Tony,Wise,2,32
Scott,Elliott,1,34
Robert,Gibson,0,27
Hannah,Bush,2,59
Lura,Schultz,0,26
Martha,Hampton,2,38
Matilda,Dennis,3,33
Henrietta,Brady,2,63
Cynthia,Mann,1,20
Carrie,Foster,0,57
Jason,Carr,1,55
Marguerite,Potter,2,36
Augusta,Barnett,2,57
Theodore,Valdez,2,31
John,Bush,2,44
Margaret,Rowe,1,29
Travis,Andrews,1,51
Lily,Spencer,4,51
Phoebe,Reese,2,18
Jason,Davidson,3,26
Alvin,Foster,3,44
Alvin,Hall,3,42
Bertha,Powell,4,24
Marvin,Neal,4,56
Derrick,Huff,0,65
Max,Flores,0,22
Ina,Summers,1,62
Sallie,Douglas,3,35
Lillie,Schultz,1,22
Nannie,Bass,0,28
Minnie,McCoy,1,18
Inez,Fuller,3,57
Mary,Brewer,3,65
Lottie,Mason,1,35
Dale,Baldwin,1,32
Jay,Sharp,2,31
Carolyn,Roberson,2,19
Gerald,Hampton,1,54
Olive,Lane,3,52
Alan,McDaniel,3,61
Mina,Rowe,2,52
Cora,Reese,0,20
Christian,Cole,3,47
Lida,Smith,1,29
Derrick,Gibbs,1,23
Sallie,Mullins,4,37
Edna,Stephens,3,49
Travis,Lindsey,4,28
Effie,Walsh,3,36
Lillie,Goodwin,1,29
Aaron,Houston,0,54
Corey,Webb,1,63
Connor,Abbott,0,20
Lucy,Reyes,4,57
Donald,Maldonado,2,21
Hester,Brewer,0,40
Clifford,Morrison,4,18
Carrie,Lamb,0,39
Georgie,Peters,1,43
Dean,Rodgers,1,47
Lillian,Barker,2,50
Rodney,Riley,1,34
Pauline,Quinn,0,26
Hulda,Davis,3,63
Frank,Warner,2,58
Ola,Ryan,0,63
Lenora,Welch,3,45
Chester,Cox,3,62
Jordan,Roberson,1,43
Derrick,Dunn,1,56
Richard,Drake,0,22
Beulah,Summers,1,42
Victor,Olson,0,35
Jordan,Morris,4,20
Jeffrey,Olson,0,62
Lina,Roberts,0,36
Lura,Larson,1,55
Georgia,Morales,0,47
Gilbert,Cruz,4,20
Eva,Richardson,3,45
Erik,Henry,4,33
Kenneth,Schultz,1,37
Maude,Reid,2,42
Violet,Bell,3,51
Henry,Powers,4,40
Jonathan,Martinez,4,39
Amelia,Morton,1,41
Raymond,Garza,4,54
Theresa,Little,2,34
Winnie,Guzman,0,42
Joe,Mitchell,1,58
Alberta,Nichols,2,35
Lucile,Allison,3,37
Jack,Garrett,1,35
Edgar,Arnold,2,44
Lou,Ward,0,65
Mittie,Fields,1,44
Ellen,Walsh,1,34
Elnora,Lucas,0,54
Chad,Huff,0,57
Delia,Leonard,0,49
Willie,Bowman,2,39
Millie,Hawkins,0,37
Clifford,Fitzgerald,0,55
Allie,Bennett,0,42
Louise,Moore,3,50
Eugenia,Nelson,0,24
Noah,Cannon,0,25
Emily,Sparks,1,47
Ray,Lynch,2,42
Micheal,Thompson,2,40
Isabella,Reed,3,29
Harvey,Richardson,4,28
Mabelle,Romero,1,36
Sara,Schmidt,4,45
Edith,Adams,4,54
Hulda,Grant,4,41
Lydia,Gordon,2,54
Violet,Bell,3,29
Emilie,Houston,1,25
Jacob,Swanson,0,36
Allen,Stewart,1,57
Sally,Harris,2,55
Eliza,Hampton,1,49
Tony,Turner,4,40
Addie,Neal,1,48
Clayton,Holt,4,41
Isaac,Lambert,3,63
Wayne,Mason,2,58
William,Adkins,4,39
Gabriel,Vaughn,4,50
Sam,Armstrong,2,50
Edith,Wallace,2,63
Timothy,Singleton,4,55
Sallie,Wong,4,63
Lenora,Jensen,1,60
Minerva,Burgess,0,21
Ruby,Moran,3,27
Cornelia,Flores,2,34
Annie,Spencer,0,51
Sylvia,Ray,1,47
Ronnie,Gordon,1,56
Rachel,Henry,1,52
Brandon,Frank,2,44
Bruce,Houston,4,25
Rena,Reeves,2,32
Inez,Moreno,4,42
Viola,Holmes,0,54
Pearl,Jenkins,1,23
Rosie,Guerrero,0,37
Elsie,Henry,3,26
Blake,Valdez,2,56
Dora,Porter,0,35
Carrie,Moran,4,18
Rosie,Haynes,2,32
Sean,May,4,52
Ellen,Barker,1,20
Nina,Gordon,0,52
Jim,Jacobs,3,23
Amy,Nelson,0,29
Flora,Wheeler,0,34
Jacob,Wilkins,1,31
Barry,Harris,4,53
Etta,Gibbs,0,24
Ida,Wallace,0,34
Alex,Boone,2,43
Amelia,Townsend,3,26
Dale,Hall,3,61
Anthony,McGuire,1,22
Wesley,Allison,2,46
Travis,Cannon,2,30
Hallie,Steele,2,25
Francis,Pena,2,35
Mamie,Watkins,3,59
Lily,Robinson,2,65
Lucinda,Thomas,0,26
Erik,Garner,3,23
Hester,Gonzales,2,54
Erik,Stone,2,65
Sophie,Porter,4,62
Lura,Ryan,3,31
Alex,Walsh,0,61
Kevin,Cruz,4,22
Sarah,Manning,3,59
Jared,Reeves,1,53
Amanda,Lamb,1,18
Nellie,Larson,4,47
Leonard,Steele,0,39
Winnie,Houston,0,29
Brian,Gibson,3,38
Adeline,Jordan,4,65
Evan,Price,0,42
Virginia,Munoz,2,45
Ronnie,Wong,4,36
Timothy,Day,4,63
Darrell,Guerrero,3,29
Edith,Hall,2,55
Martin,Roy,0,60
Julian,Perry,4,22
Cynthia,Carson,1,40
Charles,Black,3,60
Lillie,Morton,2,57
Ina,Harrison,3,33
Ada,Tucker,3,50
Jay,Gross,4,47
Alejandro,Cox,3,62
Timothy,Cooper,2,35
Tillie,Hall,2,33
Sara,Arnold,3,41
Chase,McCoy,0,50
Abbie,Martin,4,45
Brian,Sanders,4,18
Maurice,Ramirez,4,30
Donald,Clarke,0,58
Rosetta,Manning,0,47
Alfred,Carlson,1,35
Helena,Wade,1,37
Alejandro,Pierce,0,45
Ernest,Joseph,1,53
Mathilda,Robertson,0,60
Hettie,Huff,4,34
Ivan,Young,0,33
Addie,Flowers,4,61
Lloyd,Moody,2,19
Dale,Powell,0,31
Olive,Cobb,4,60
Aaron,Blake,1,60
Sophie,Ortega,3,31
Jacob,Nelson,0,47
Nicholas,Newman,4,58
Beatrice,Young,4,28
Richard,Soto,2,28
Mitchell,Ryan,2,31
Sophie,Farmer,4,41
Jason,Marshall,0,44
Jane,Jackson,0,26
Nellie,Cohen,0,37
Alex,Lopez,3,56
Mason,Walsh,4,18
Brett,Cruz,3,37
Millie,Chapman,4,28
Flora,Mathis,0,36
Ollie,Thornton,1,48
Rosie,Floyd,1,23
William,Goodwin,3,53
Effie,Walton,4,62
Mamie,Santiago,0,52
Nathan,Farmer,1,19
Roger,Ray,1,61
Christian,Stevenson,1,26
Jonathan,Campbell,3,20
Leila,Crawford,2,40
Stephen,Lopez,2,58
Mae,Walsh,3,49
Millie,Larson,3,28
Jane,Frazier,1,56
Wayne,Reyes,3,36
Francisco,Sanders,1,59
Fannie,Gonzalez,4,47
Theresa,Aguilar,3,36
Steve,Luna,3,48
Estelle,Clayton,4,40
Christopher,Cohen,2,25
Adelaide,Fisher,4,61
Tommy,May,0,24
Micheal,Garner,0,33
Vincent,Delgado,3,51
Brian,Haynes,4,18
Aaron,Phillips,3,33
Isaac,Collins,0,63
Clara,Guzman,0,34
Ronald,West,4,40
Mike,Elliott,4,51
Sylvia,Porter,4,42
Jorge,Allen,0,23
Mollie,Williams,4,44
Jeremy,Howard,3,36
Adele,Gross,4,61
Walter,Parsons,4,63
Ivan,Franklin,1,26
Alvin,Snyder,0,46
Lucy,Gray,4,43
Josie,Manning,2,21
Leila,Salazar,1,50
Hester,Fox,0,35
Sadie,Carr,2,49
Estella,Bass,1,35
Nathaniel,Gross,4,29
Rodney,Fisher,2,51
Ola,Rogers,2,26
Joshua,Miles,4,24
Nancy,Lawson,0,31
Mabelle,May,4,36
Jane,Reid,1,34
Christopher,Cortez,4,45
Mattie,Cohen,1,44
John,Mendoza,0,55
Gordon,Allen,1,33
Lora,Fields,2,42
Jeremiah,Long,3,65
Elsie,Benson,4,65
Gary,Brown,4,23
Alexander,Reed,0,57
Willie,Collins,0,63
Phoebe,Osborne,3,32
Florence,Wade,0,44
Peter,Johnston,1,37
Samuel,Norman,3,65
Andrew,Long,1,47
Roger,Spencer,3,33
Gary,Jackson,0,44
Lucille,Boone,4,64
Isaiah,Ramos,0,19
Lester,Bennett,0,41
Inez,Bishop,4,40
Jeff,Carroll,1,49
Laura,Yates,0,53
Benjamin,Bowen,2,31
Hilda,McDonald,1,26
Olivia,Lane,1,45
Clarence,Walker,0,34
Cordelia,Klein,3,29
Annie,Grant,4,61
Jacob,Rodgers,1,60
Wayne,Diaz,2,57
Adrian,Rivera,2,47
Luke,Schmidt,4,20
Birdie,Baldwin,2,31
Verna,Campbell,4,48
Gerald,Price,1,22
Katie,Jackson,4,25
Mathilda,Lynch,0,60
Celia,Foster,1,20
Rhoda,Barrett,0,35
Leah,Cohen,2,47
Blake,Ingram,3,33
Edna,Thompson,2,36
Elnora,Freeman,0,26
Marguerite,Massey,4,56
Wayne,Norris,2,51
Julian,Bryant,4,27
Arthur,Lambert,2,25
Clifford,Thompson,3,21
Jeremy,Tran,3,45
Mario,Garner,0,32
Amanda,Guzman,1,52
Seth,French,1,39
Leon,Manning,3,32
Nancy,Shaw,3,57
Joe,Fisher,4,38
Augusta,Luna,2,46
Ralph,Haynes,1,19
Mamie,Marshall,2,53
Lilly,Thompson,1,32
Dean,Simpson,4,37
Seth,Burke,0,35
Janie,McBride,2,49
Lester,Elliott,2,43
Luis,Sims,3,44
Nannie,Lee,4,28
Katie,Lawson,3,19
Willie,Hughes,1,26
Allie,Kelly,1,55
Victoria,Hubbard,3,44
Sophie,Edwards,4,28
Derek,Peters,0,21
Thomas,Warner,0,54
Ollie,Boone,0,22
Eleanor,Miller,3,20
Ola,Mason,3,37
Marc,Palmer,3,35
Owen,Hudson,2,54
Lester,Gutierrez,0,55
Phillip,Tyler,2,49
Lloyd,Baker,0,29
Cecelia,Foster,4,18
Cecelia,Mills,1,28
Peter,Bryant,2,21
Isabel,Richards,2,21
Victoria,Harrington,1,63
Esther,Wagner,1,21
Cynthia,Abbott,2,20
Lou,Gordon,1,55
Sam,Brady,4,37
Jeremiah,Dean,1,43
Leonard,Drake,0,24
Marcus,Lloyd,0,34
Victor,Stevens,3,49
Mina,Barton,4,23
Joel,Norman,4,60
Nell,Barnes,4,45
Stella,Hodges,2,62
Aiden,Potter,2,19
Julia,Ferguson,2,30
James,Welch,2,33
Sallie,Norton,1,49
Ricky,Hammond,4,24
Betty,Alvarado,2,34
Harvey,Powers,1,46
Rosalie,Roy,1,42
Steve,Richards,4,38
Bruce,Haynes,3,64
Cody,Perry,4,37
Theresa,Valdez,0,64
Delia,Watson,2,42
Genevieve,Tyler,1,58
Cora,Grant,3,19
Mittie,Bryant,1,25
Zachary,Rodriquez,3,38
David,Dean,3,49
Carrie,Myers,1,45
Andre,Rowe,0,47
Catherine,Howell,0,46
Marvin,Walters,4,39
Arthur,Vaughn,0,18
Troy,Payne,0,38
Eva,Townsend,4,58
Lily,Newman,3,40
Ricky,Alexander,1,59
Ollie,Malone,0,25
Chester,Austin,3,33
Steve,Higgins,0,54
Caroline,Kelly,4,31
Chester,Fuller,1,24
Lewis,Ruiz,4,26
Maud,Parsons,0,25
Russell,Woods,0,47
Leon,Briggs,4,50
Stephen,Owen,1,51
Callie,James,4,26
Ryan,Erickson,1,24
Daniel,Weaver,1,59
Wayne,Hoffman,1,53
Lucy,Pena,3,35
Katherine,Mann,4,52
Nora,Stephens,1,54
Lucile,Wright,4,49
Cora,Malone,0,44
Lillian,Bush,4,54
Angel,Johnson,1,36
Alan,Shelton,2,33
Franklin,Nguyen,1,36
Victor,Cortez,2,36
Maggie,Wong,0,42
Isabelle,Morrison,4,53
Lois,Garrett,0,24
Leila,Manning,4,32
Floyd,Williams,4,60
Carrie,Poole,0,57
Cecelia,Mullins,1,43
Michael,Hall,2,61
Lewis,Sutton,3,60
Henrietta,Potter,3,26
Joshua,Andrews,3,37
Cameron,Silva,4,63
Luella,Garner,4,29
Clayton,Lawrence,4,24
Wayne,McLaughlin,0,49
Harriet,Fletcher,2,51
Sadie,Griffin,4,46
Philip,Wong,3,23
Shane,Mendez,1,53
Nellie,Vega,1,62
Thomas,Higgins,3,52
Clyde,Carr,0,53
Marcus,Peterson,2,63
Jorge,Hall,2,54
Albert,Jacobs,1,22
Alberta,Thornton,3,20
Chad,Moreno,3,18
Allie,Ortiz,1,53
Jerome,Berry,2,59
Julia,Potter,4,47
Luis,Nunez,0,20
Iva,Swanson,2,35
Winnie,Lee,3,57
Jay,Hamilton,3,27
Charles,Garza,2,52
Lily,Waters,3,58
Mina,Rose,1,61
Max,Lynch,2,32
Emilie,Cobb,1,53
Florence,Hunt,3,59
Edith,Sherman,4,20
Lulu,Castillo,0,53
Alejandro,Garner,0,35
Robert,Rhodes,3,53
Rhoda,Stephens,1,23
Bess,French,0,19
Alex,Watts,3,41
Sophia,Houston,0,36
Steven,Klein,4,65
Jared,Mendoza,1,61
Steve,Allen,0,38
Lenora,Palmer,1,48
Luella,Henry,4,32
Daniel,Kelley,1,26
Chris,Newton,2,41
Jacob,Anderson,2,20
Gregory,Holt,1,64
Michael,Silva,3,40
Pauline,Garza,3,55
Pauline,Lloyd,2,57
Alvin,Brown,4,23
Eva,Hall,2,40
Joseph,Moss,1,49
James,Hammond,1,32
Herbert,Gray,0,37
Roy,Higgins,4,57
Terry,Bowers,2,63
Trevor,Bowers,3,25
Tony,Francis,2,51
Billy,Holmes,3,65
Alexander,Obrien,0,30
Kathryn,Scott,4,52
Amanda,Malone,2,38
Celia,Lucas,3,47
Susan,Dunn,1,21
Mildred,Morton,2,47
Georgia,Evans,1,37
Kate,Jensen,3,26
Rena,King,0,22
Nancy,Roy,0,34
Agnes,Hoffman,3,65
Herman,Burton,2,45
Lawrence,Ortega,2,54
Aiden,Park,1,27
Hulda,Richards,0,54
Dustin,Medina,2,61
Edwin,Baker,2,31
Addie,Love,2,43
Lilly,Barnes,4,54
Kyle,Jackson,1,57
Barbara,Miller,1,55
Mathilda,Hubbard,0,38
Florence,Mitchell,0,34
Pearl,Owen,3,39
Oscar,French,1,64
Dean,Chandler,4,36
Lenora,Park,4,38
Julia,Figueroa,1,63
Virginia,Craig,4,36
Justin,Brown,3,34
Francis,Reyes,3,40
Billy,Silva,1,43
Polly,Carson,2,21
Amanda,Simon,0,58
Brett,Duncan,4,39
Tony,Warner,3,56
Lottie,Lowe,3,46
Ethan,Figueroa,3,53
Marvin,Bennett,2,60
Francis,Vargas,3,38
Jonathan,Yates,0,52
Sara,Goodwin,1,65
Amelia,Wheeler,4,43
Janie,Hines,0,32
Hattie,Kim,1,21
Daniel,Wise,1,20
Martha,Hamilton,1,19
Hannah,Schneider,0,30
Chase,Graham,2,27
Myrtle,Palmer,2,39
Derrick,Gibbs,4,24
Terry,Matthews,3,54
Rodney,Morgan,0,44
Paul,Adkins,1,52
Adele,Silva,3,20
Michael,Love,3,57
Annie,Garcia,0,44
Vera,Kelly,4,50
Milton,Perry,3,18
May,Obrien,2,59
Alvin,Steele,2,29
Kyle,Jennings,4,20
Daisy,Reeves,2,62
Della,Cooper,3,48
Lou,Padilla,1,60
Lillian,Malone,4,65
Brian,Berry,4,39
Ina,Edwards,1,61
Callie,Nguyen,2,52
Vera,Wise,0,27
Stephen,Reese,1,51
Edward,Schwartz,3,54
Robert,Reynolds,0,55
Theodore,Duncan,0,25
Ernest,Francis,0,29
Mamie,Curry,0,38
Noah,Vega,4,48
Ryan,Santiago,4,40
Sallie,Alvarado,3,25
Linnie,Peterson,0,60
Olivia,Vargas,3,40
Alvin,Goodwin,1,21
Willie,Moody,1,24
Nina,Hart,0,48
Nannie,Moore,0,19
Minerva,Richards,3,27
Ollie,Floyd,3,35
Mike,Greer,2,25
Leila,Lucas,1,36
Arthur,Fuller,3,32
Charles,Bridges,0,21
Nell,Torres,2,39
Keith,Stevenson,3,25
Luke,Jenkins,3,26
Clara,Owens,4,53
Edna,Fernandez,1,64
Clyde,Leonard,1,36
Eleanor,Lopez,1,59
Andre,Glover,0,50
Sean,Pena,0,33
Minnie,Hayes,0,28
Polly,Sherman,4,61
Olive,Morris,3,34
Curtis,Wade,3,22
Hulda,Norman,3,57
Edward,Scott,3,34
Brett,Sharp,2,55
Cordelia,Sharp,1,25
Effie,Hampton,2,23
Theresa,Estrada,3,37
Eleanor,Stevens,1,49
Larry,Silva,4,59
Bess,Cain,0,50
Ida,Buchanan,1,47
Louise,Higgins,2,58
Charlotte,Summers,2,43
Jessie,Turner,3,34
Cornelia,Mann,4,20
Dennis,Lopez,4,18
Bill,Garcia,1,29
Lucy,Vasquez,1,46
Mae,Jimenez,3,22
Clyde,Watkins,3,38
Barbara,Marsh,2,30
Nicholas,Jacobs,4,20
Maud,McCormick,4,45
Cecelia,Caldwell,4,65
Troy,Edwards,1,52
Belle,Sherman,1,57
Jonathan,Munoz,1,29
Joe,Fisher,4,47
Calvin,Gardner,1,28
Martha,Harris,2,37
Lillian,Hunter,4,53
Logan,George,1,25
Claudia,Matthews,2,48
Bill,Ortiz,4,33
Inez,Park,3,63
William,Morales,4,59
Hunter,Robertson,2,49
Edith,Price,0,32
Christian,Tyler,1,64
Daisy,Hamilton,4,44
Kenneth,Cole,0,46
Jesse,Edwards,0,24
Tyler,Hines,3,18
Carolyn,Boyd,3,55
Francis,Gomez,3,29
Lester,Munoz,4,49
Corey,Elliott,4,38
Ethel,Cole,0,46
Donald,Barber,1,55
Sarah,Briggs,1,37
Mary,Turner,2,24
Rachel,Lopez,3,62
Dollie,Douglas,3,24
Mattie,Ortega,3,52
Gregory,Sherman,4,35
Lida,Washington,2,64
Josephine,Burke,3,38
Hunter,Baker,0,20
Manuel,Holland,4,61
Eula,Thompson,2,47
Estelle,West,0,36
Duane,Duncan,2,60
Bernard,Sherman,0,48
Joel,Carroll,1,40
Mark,May,3,62
Mina,Davis,0,49
Ivan,Barton,0,38
Lora,Sparks,4,54
Cory,Obrien,4,47
Madge,Ward,3,45
Julia,Barton,1,18
Jorge,Quinn,3,39
Glenn,Mack,0,31
Glen,Fisher,2,32
Joe,Cortez,3,43
Gabriel,Tyler,3,36
Lester,McBride,1,45
Lucinda,Crawford,2,39
Tommy,Martin,0,54
Marcus,Henderson,2,57
Addie,Abbott,4,60
Vincent,Powell,4,38
Daniel,Pratt,3,24
Marcus,Ross,2,31
Clara,Leonard,4,24
Leah,Cox,1,40
Edna,Miles,2,49
Howard,Silva,2,61
Leonard,Valdez,3,45
Grace,Farmer,2,60
Barry,Flores,4,24
Lela,Sanchez,2,19
Mina,Gibson,4,47
John,Bishop,2,49
Fannie,Morton,1,54
Milton,Fuller,3,48
Christina,Carlson,0,33
Gabriel,Kelly,0,35
William,Neal,1,45
Ethan,Holmes,0,59
Jesse,Rivera,4,27
Chad,Lamb,2,33
Roxie,Richards,4,47
Carrie,Walters,2,25
Leonard,Fleming,4,40
Kevin,Jensen,0,48
Katie,Moran,0,56
Joe,Blair,3,47
Lucy,Wong,0,26
Myra,Malone,3,22
Hilda,Blake,0,33
Katie,Walsh,4,27
Marcus,Pearson,3,47
Lucile,Jenkins,4,57
Alex,Bates,2,24
Wesley,Willis,4,40
Susan,Lowe,2,33
Nellie,Chambers,2,57
Amy,Guzman,1,22
Betty,Gardner,1,38
Mollie,Sullivan,1,47
Fanny,Houston,3,31
Rosetta,Aguilar,0,28
Jason,Joseph,0,55
Ella,Curry,2,58
Hettie,Phelps,3,55
Benjamin,Roy,4,62
Anthony,Coleman,4,27
Frances,Willis,1,53
Adeline,Cortez,4,33
Calvin,James,1,29
Lawrence,Burgess,3,48
Rosetta,Taylor,4,29
Belle,Johnston,0,23
Christina,Boone,1,60
Hulda,Wilson,1,40
Ethan,Butler,4,18
Lela,Romero,3,46
Cora,Berry,1,27
Angel,Alvarado,0,65
Jerry,Frank,0,59
Verna,Fernandez,2,19
Gertrude,Allison,4,62
Ina,Carroll,3,18
Dollie,Higgins,1,21
Dollie,Hayes,4,63
Roger,Lynch,1,37
Austin,Cross,2,57
Devin,Morris,1,49
Hunter,Evans,0,31
Hunter,Ballard,4,18
Zachary,Bishop,3,50
Lina,Miles,0,60
Nathan,Brown,3,35
Ivan,Hall,2,34
Henry,Casey,4,38
Lucas,Ruiz,0,32
Alex,Terry,4,36
Jeffrey,Valdez,1,56
Henry,Garcia,4,42
Kevin,Pearson,1,51
Gene,Luna,3,23
Ann,Bailey,4,18
Marion,Bowen,1,53
Martin,Cross,3,28
Allie,Scott,1,41
William,Cohen,3,20
Harriett,Fernandez,2,30
Carl,Ellis,0,28
Laura,Joseph,4,61
Harry,Nash,3,40
Amelia,Washington,4,34
Eddie,Matthews,2,24
Travis,Hudson,1,65
Charlie,Barker,1,26
Arthur,Morales,0,65
Shane,Jordan,0,52
Nannie,Walters,2,39
Ruth,Washington,4,29
Steven,Gibbs,3,60
Stanley,Brooks,0,59
Katherine,Brady,0,60
Luella,Brewer,4,44
Earl,Chambers,4,56
Cole,Brewer,2,29
Ruth,Wade,0,49
Susan,Sullivan,1,51
Jennie,Marshall,1,61
Carl,Perez,2,49
Sophie,Cole,0,37
James,Hill,3,51
David,Foster,3,64
Glenn,Singleton,3,19
Lillie,Chandler,1,50
Lola,Kim,3,38
Christine,Myers,4,42
Nathaniel,Floyd,3,25
Leon,Ortega,4,56
Lizzie,Parks,3,51
Peter,Bennett,1,57
Louise,Schmidt,3,33
Louis,Banks,2,47
Sue,Garza,4,53
Violet,Joseph,4,50
Elnora,Ramos,2,55
Hester,Dawson,4,49
Dustin,Little,1,63
Eunice,Glover,0,21
Rose,McCoy,3,62
Maria,Bell,4,24
Chris,Patton,1,33
Allen,Kelley,0,63
Bessie,Flowers,1,32
Alex,Clarke,4,59
Ophelia,Wise,0,31
Rodney,Black,2,22
Lela,Potter,1,56
Jeremiah,Warner,1,61
Lena,Boone,1,56
Amy,Osborne,3,62
Clyde,Mills,0,18
Lou,Doyle,3,36
Edith,Crawford,3,32
Nell,Floyd,3,19
Shawn,Martinez,1,31
Lloyd,Thompson,0,55
Bessie,May,4,46
Earl,Anderson,2,45
Rosa,Cobb,0,45
Lida,Perkins,0,59
Gussie,Wilkins,1,20
Jeffery,Hubbard,4,43
Frederick,Barrett,0,59
Elsie,Sims,4,58
Elizabeth,Shaw,4,45
Virginia,Thornton,2,58
Nora,Clarke,2,44
Harold,Ruiz,0,52
Danny,Figueroa,0,57
Lucile,Goodwin,2,58
Jon,Daniels,0,56
Daisy,Knight,1,56
Effie,Evans,4,51
Isabelle,Kennedy,0,29
Samuel,Ward,0,22
Alex,Dean,4,41
Christopher,Nunez,1,65
Jimmy,Ford,2,51
Lena,Jensen,3,18
Connor,Hudson,4,57
Lura,Jimenez,0,49
Emily,Wilkins,4,26
Elva,McGuire,1,29
Estelle,Curry,4,60
Hulda,Frank,4,24
Christian,Oliver,2,33
Edwin,Atkins,2,54
Angel,White,0,40
Jeremiah,Elliott,4,35
Dylan,Delgado,3,55
Isabelle,Gutierrez,1,37
Leon,Adams,1,60
Lenora,Gregory,4,42
Jeanette,Abbott,4,60
Cordelia,Tran,4,34
Rose,Thornton,2,28
Scott,Greene,4,44
Elijah,Santos,2,62
Margaret,Turner,4,28
Lewis,Butler,0,31
Ethan,Jenkins,1,31
Eugene,Powers,0,59
Clayton,Barker,3,33
Mabel,Johnston,4,47
Willie,Jensen,3,43
Lula,Berry,4,31
Effie,Bailey,4,34
Bettie,Klein,4,33
Jim,Thornton,3,60
Virginia,Flores,4,47
Josephine,Wilson,0,57
Aaron,Brooks,4,39
Sophia,Leonard,0,18
Jon,Cohen,4,64
Vincent,Jenkins,2,26
Ida,Christensen,4,29
Peter,Barber,3,31
Juan,Holt,1,63
Maurice,Peters,0,38
Ruth,Herrera,4,31
Warren,Quinn,4,55
Sallie,Klein,2,63
Lois,Lindsey,0,25
Bobby,Marsh,4,55
Elizabeth,Ramirez,2,49
Ethel,Riley,1,29
Katherine,Diaz,2,39
Beatrice,Powers,2,61
Charlotte,Butler,3,58
Nathaniel,Rodriquez,2,47
Loretta,Vasquez,4,19
Henry,Collins,2,47
